search_phrase,title,video_id,url,published_at,description
government will fulfil promises,"बिहार बना सम्राट के लिए चैलेंज, सम्राट निभाएंगे अपना वादा ? #samratchaudhary #BiharCM #bihar #BJP",CTOpcCL19AY,https://youtube.com/watch?v=CTOpcCL19AY,2026-04-15T00:33:11Z,"बिहार बना सम्राट के लिए चैलेंज, सम्राट निभाएंगे अपना वादा ?"
government will fulfil promises,Zohran&#39;s Radical Plan to Lower Your Grocery Bill,Edmf5z9Rk_U,https://youtube.com/watch?v=Edmf5z9Rk_U,2026-04-12T21:42:22Z,BREAKING: NYC Mayor Zohran Mamdani is fulfilling his campaign promise to open 5 city-run grocery stores across NYC.
government will fulfil promises,🚨 Govt Promised Toilets. Where Are They Now? | My Aaj Tak Interview (link in description),VwyWE1kAMj0,https://youtube.com/watch?v=VwyWE1kAMj0,2026-04-09T15:30:31Z,The government made promises about building public toilets — but are those promises actually being fulfilled? In my recent ...
government will fulfil promises,PM Modi&#39;s six guarantees for #westbengal | #shorts,1R5ejjEbSCk,https://youtube.com/watch?v=1R5ejjEbSCk,2026-04-09T12:00:07Z,Prime Minister Narendra Modi during his address at an election rally in #haldia West Bengal made six promises to the people of ...
government will fulfil promises,Anti-LGBTQ+: Mahama must be held to account to fulfil his promise – Ntim Fordjour,gI8CKd_3FXo,https://youtube.com/watch?v=gI8CKd_3FXo,2026-04-07T17:18:03Z,MyJoyOnline #JoyNews https://www.myjoyonline.com/ghana-news/ Subscribe for more videos just like this: ...
government will fulfil promises,Anti-LGBTQ+: Mahama must be held to account to fulfil his promise – Ntim Fordjour | JoyNews Today,Jcufm-phNyw,https://youtube.com/watch?v=Jcufm-phNyw,2026-04-07T13:11:45Z,Anti-LGBTQ+: Mahama must be held to account to fulfil his promise – Ntim Fordjour | JoyNews Today (7-4-26) Assin South MP ...
government will fulfil promises,80% வாக்குறுதிகளை நிறைவேற்றாத திமுக,iKlthojJdQ4,https://youtube.com/watch?v=iKlthojJdQ4,2026-04-07T11:01:19Z,Minnambalam #மின்னம்பலம் #election2026 #tnelection2026 #dmk #mkstalin #admk #ttvdhinakaran TTV Dinakaran ...
government will fulfil promises,DAP Urges Government to Fulfill Promise of Automatic Matriculation for 10A SPM Achievers,zGmLdwrNlWw,https://youtube.com/watch?v=zGmLdwrNlWw,2026-04-07T08:36:56Z,DAP #Government #Matriculation #10A #SPM #Achievers #Fulfill #Students #News.
government will fulfil promises,"&quot;We Will Win Over Terrorism &amp; Banditry&quot;, President Tinubu Promises Nigerians.",guqXcspInR0,https://youtube.com/watch?v=guqXcspInR0,2026-04-06T19:36:08Z,"""We Will Win Over Terrorism & Banditry"", President Tinubu Promises Nigerians. Is this not another empty campaign promise?"
government will fulfil promises,How long will this government keep people distracted with small promises? #assam #india,_pIQnoVFUDY,https://youtube.com/watch?v=_pIQnoVFUDY,2026-04-04T16:53:06Z,
government will fulfil promises,"Sachin Pilot says, &quot;... If you cannot fulfil your promises in a decade and even now you....",d4-8xcc6E1k,https://youtube.com/watch?v=d4-8xcc6E1k,2026-04-03T14:49:42Z,"Hailakandi, Assam | On Union Home Minister Amit Shah's statement, Congress leader Sachin Pilot says, ""... If you cannot fulfil ..."
government will fulfil promises,"Forgotten Telangana Protesters? 🤔 2 Years, Promises Still Not Fulfilled",Ly46gM-8hhk,https://youtube.com/watch?v=Ly46gM-8hhk,2026-04-03T10:50:37Z,WATCH: The voices of Telangana movement protesters are once again in the spotlight. 🗣️ Senior leader Vijayashanthi has ...
government will fulfil promises,Did 300+ promises actually get fulfilled… or just forgotten?,NaQs3P32qCM,https://youtube.com/watch?v=NaQs3P32qCM,2026-04-03T10:07:01Z,"In 2014, Narendra Modi and the BJP government came to power with promises of corruption-free governance, economic revival, ..."
no backing down from our promises,She promised to make him suffer  but he&#39;s not backing down!,ZgJ6GibQHN0,https://youtube.com/watch?v=ZgJ6GibQHN0,2026-02-04T08:00:45Z,"Watch the best moments from Nollywood movies featuring rising stars like Ruth Kadiri, Maurice Sam, Uche Montana, Sonia Uche, ..."
no backing down from our promises,Don&#39;t break your promise!💪🔥,FnLKzhS_j6I,https://youtube.com/watch?v=FnLKzhS_j6I,2023-12-27T19:00:08Z,Commitment in Action - No Backing Down! #commitmentiskey #unbreakablepromise #motivationmatters #staytrue ...
no backing down from our promises,"FAST X | Won&#39;t Back Down (Lyrics) - Bailey Zimmerman, Dermot Kennedy, NBA YoungBoy",BljIZVQEHx8,https://youtube.com/watch?v=BljIZVQEHx8,2023-05-28T13:01:44Z,For more quality music subscribe here ➡ http://bit.ly/sub2thvbgd We're on Spotify ➡ https://spoti.fi/37r55sT Turn on notifications ...
no backing down from our promises,"FAST X | Won&#39;t Back Down (Official Music Video) - NBA YoungBoy, Bailey Zimmerman, Dermot Kennedy",bTkDPjAx_2o,https://youtube.com/watch?v=bTkDPjAx_2o,2023-05-18T00:23:57Z,"Won't Back Down by YoungBoy Never Broke Again, Bailey Zimmerman & Dermot Kennedy - Official Music Video from the Fast X ..."
President Duma Boko,Botswana SHOCKS Africa! 500MW Solar Project Begins  Duma Boko “We Must Deliver NOW”,AittyT1pssk,https://youtube.com/watch?v=AittyT1pssk,2026-04-20T17:09:28Z,Botswana is making a historic move toward energy independence as President Duma Boko launches the groundbreaking of a ...
President Duma Boko,The President of Botswana Duma Boko explained the importance of Faith. #Botswana #africa #faith,TnFgCFGnnKI,https://youtube.com/watch?v=TnFgCFGnnKI,2026-04-19T10:06:57Z,
President Duma Boko,President Boko Brutaly SPEECH Destroys COWARDS,Y8Szp8XgTpE,https://youtube.com/watch?v=Y8Szp8XgTpE,2026-04-18T07:14:16Z,"In a moment that will be remembered across the continent, Duma Boko delivers one of the most explosive and fearless speeches ..."
President Duma Boko,ANGRY Botswana Pres Duma Boko Shames Corrupt African Leaders LIVE: Drops Brutal Ultimatum!,lpMf3xv5B6M,https://youtube.com/watch?v=lpMf3xv5B6M,2026-04-17T20:14:12Z,"President Duma Boko's address at the groundbreaking of the Maun 500MW Solar PV Plant with Battery Storage, a joint project ..."
President Duma Boko,Renewable energy development in Botswana: President Duma Boko has just delivered one out of many.,2VHZ70hB7Ig,https://youtube.com/watch?v=2VHZ70hB7Ig,2026-04-17T15:50:43Z,
President Duma Boko,"#SecondTake President Duma Boko is offering South Africa a political group project—ANC and EFF, same",6IdOze-sefQ,https://youtube.com/watch?v=6IdOze-sefQ,2026-04-15T07:38:44Z,"SecondTake President Duma Boko is offering South Africa a political group project—ANC and EFF, same desk, same assignment: ..."
President Duma Boko,"#SecondTake President Duma Boko is offering South Africa a political group project—ANC and EFF, same",JVhOyLpAUn8,https://youtube.com/watch?v=JVhOyLpAUn8,2026-04-14T12:37:43Z,"SecondTake President Duma Boko is offering South Africa a political group project—ANC and EFF, same desk, same assignment: ..."
President Duma Boko,"#SecondTake President Duma Boko is offering South Africa a political group project—ANC and EFF, same",68NKUKGYCyk,https://youtube.com/watch?v=68NKUKGYCyk,2026-04-14T10:43:52Z,"SecondTake President Duma Boko is offering South Africa a political group project—ANC and EFF, same desk, same assignment: ..."
President Duma Boko,"Botswana&#39;s Leader, Duma Boko Meets Real Madrid President.",Jv3Qm6JV4nk,https://youtube.com/watch?v=Jv3Qm6JV4nk,2026-04-13T17:00:32Z,"Botswana's Leader, Duma Boko Meets Real Madrid President."
President Duma Boko,Botswana President Duma Boko Shocks Everyone! - France Coming after Rejection in Niger! ,p9iKE2zczJ0,https://youtube.com/watch?v=p9iKE2zczJ0,2026-04-11T16:59:53Z,France is turning to Botswana for uranium after losing its major assets in Niger due to the 2023 coup and nationalization.
President Duma Boko,President Duma Boko sends Strong messages to South Africa ,2BV_zv1U7wI,https://youtube.com/watch?v=2BV_zv1U7wI,2026-04-10T08:30:03Z,
President Duma Boko,Duma Boko Warns South Africa: No ANC–EFF Coalition Could Lead to “Rise of Hitler-Style Politics”,DUm3LZ6xEAs,https://youtube.com/watch?v=DUm3LZ6xEAs,2026-04-09T14:00:15Z,Botswana's President Duma Boko has sparked debate after warning about the political future of South Africa. Speaking about the ...
President Duma Boko,President Duma Boko: Securing Botswana’s Sustainable Future at One Health Summit,_OXAydfbZsw,https://youtube.com/watch?v=_OXAydfbZsw,2026-04-09T07:35:39Z,
President Duma Boko,President Duma Boko with France President Emmanuel Macron  #botswana #botswanaandfrance,4Lc_M4ZWnh4,https://youtube.com/watch?v=4Lc_M4ZWnh4,2026-04-09T07:23:21Z,
President Duma Boko,HUGE! Botswana President Duma Boko and John Mahama Go Nuclear in France Speech!,JB7x1LtLGE4,https://youtube.com/watch?v=JB7x1LtLGE4,2026-04-07T19:47:43Z,"The One Health Summit, held in Lyon, France, from April 5-7, 2026, is a high-level international conference aimed at transforming ..."
President Duma Boko,Botswana 🇧🇼 President Duma Boko Viow To Transform His Country Within 3 years ,yrJrMmYTXVU,https://youtube.com/watch?v=yrJrMmYTXVU,2026-04-06T06:37:46Z,botswana #botswananews#newforyou #latesttrendingnews #latestnews #breakingnewstoday #breakingnews #goviral #gossip ...
President Duma Boko,The president of BOTSWANA Dr Gideon Duma Boko visited St John Apostolic Church  during the Easters,9fbCDz5dPG0,https://youtube.com/watch?v=9fbCDz5dPG0,2026-04-04T19:34:36Z,
President Duma Boko,Botswana President Duma BOKO Addresses Batswana,l7GSzboyoiY,https://youtube.com/watch?v=l7GSzboyoiY,2026-04-02T17:04:00Z,As the world economy is unstable.
President Duma Boko,Botswana President Duma Boko Addressing his people,r2577Xmteqc,https://youtube.com/watch?v=r2577Xmteqc,2026-03-31T13:51:02Z,President Duma Boko of Botswana Addressing his people #dumaboko #botswana #botswananews.
President Duma Boko,"President Duma Boko Under Pressure Over P4,000 Living Wage Pledge",TKvX_tNl_SE,https://youtube.com/watch?v=TKvX_tNl_SE,2026-03-31T07:00:12Z,Citizens have renewed calls for action as concerns grow over the implementation of the promised living wage increase. Many are ...
Duma Boko kgotla,Botswana President Duma BOKO Addresses Batswana,l7GSzboyoiY,https://youtube.com/watch?v=l7GSzboyoiY,2026-04-02T17:04:00Z,As the world economy is unstable.
Duma Boko kgotla,"Duma Boko Grilled by Chiefs Over Constitutional Court, Death Penalty &amp; Same-Sex Marriage",rZLG27_6prQ,https://youtube.com/watch?v=rZLG27_6prQ,2026-01-18T05:42:36Z,President Duma Boko faced tough questions from traditional leaders during a high-stakes consultations on the proposed ...
Duma Boko kgotla,"Watch Live: President Duma Boko Addresses Kanye Kgotla Meeting | December 15, 2025",JwCS_jac_jI,https://youtube.com/watch?v=JwCS_jac_jI,2025-12-15T11:25:46Z,"President of the Republic of Botswana, Advocate Duma Gideon Boko, is set to address residents at the Kanye Main Kgotla in a ..."
Duma Boko kgotla,Botswana Republican Party Accuses President Duma Boko of Authoritarian Drift,nAbfy1HySiQ,https://youtube.com/watch?v=nAbfy1HySiQ,2025-11-28T17:40:57Z,The Botswana Republican Party (BRP) has released a scathing position paper accusing President Duma Boko and the UDC-led ...
Duma Boko kgotla,President Duma Boko Meets Opposition Leader — A New Chapter for Botswana,4D86KaH3NP4,https://youtube.com/watch?v=4D86KaH3NP4,2025-10-20T06:04:20Z,breakingnews #burkinafaso #africarising #ibrahimtraoré #viralshorts History is being written in Botswana! President Duma Boko ...
Duma Boko kgotla,Botswana President Duma Boko Delivers Inaugural UN Speech at 80th UNGA Debate,OLBxleSEjH4,https://youtube.com/watch?v=OLBxleSEjH4,2025-09-25T19:49:00Z,"President Duma Boko delivers his first speech at the UN General Assembly, joining world leaders under the theme “Better ..."
Duma Boko kgotla,TUTUME KGOTLA MEETING,VYWuQyKGlUw,https://youtube.com/watch?v=VYWuQyKGlUw,2025-07-04T07:19:20Z,PRESIDENT DUMA BOKO ENGAGES DIRECTLY WITH TUTUME RESIDENTS ON PRESSING COMMUNITY CONCERNS AND ...
Duma Boko kgotla,Tonota Kgotla Meeting Sparks New Hope as President Boko Pledges Action,77KIG0bDGfM,https://youtube.com/watch?v=77KIG0bDGfM,2025-07-03T13:05:15Z,"President Duma Boko Addresses Tonota Residents: A Bold Vision for Transparency and Local Development Tonota, Botswana ..."
Duma Boko kgotla,TONOTA KGOTLA MEETING,lEXRtoO0-z8,https://youtube.com/watch?v=lEXRtoO0-z8,2025-07-03T10:22:48Z,PRESIDENT DUMA BOKO ENGAGES DIRECTLY WITH RESIDENTS ON PRESSING COMMUNITY CONCERNS AND NATIONAL ...
Duma Boko kgotla,PRESIDENT BOKO ADDRESSES TLOKWENG RESIDENTS | TLOKWENG KGOTLA MEETING,rU20SmxXSEE,https://youtube.com/watch?v=rU20SmxXSEE,2025-06-04T10:42:06Z,PRESIDENT BOKO ADDRESSES TLOKWENG RESIDENTS | TLOKWENG KGOTLA MEETING PHUTHEGO YA KGOTLA E ...
Duma Boko kgotla,“Tenders Scrapped? Boko Proposes Radical Reform in Kgotla Meeting!”,u1q9kNp6AWE,https://youtube.com/watch?v=u1q9kNp6AWE,2025-06-03T04:00:59Z,"During a kgotla meeting in Tlokweng and Ramotswa, President Duma Boko proposed a bold shift in Botswana's procurement ..."
Duma Boko kgotla,PRESIDENT BOKO ADDRESSES TLOKWENG RESIDENTS | TLOKWENG KGOTLA MEETING,bz5_8dQvMn8,https://youtube.com/watch?v=bz5_8dQvMn8,2025-06-01T07:22:41Z,PRESIDENT BOKO ADDRESSES TLOKWENG RESIDENTS | TLOKWENG KGOTLA MEETING PHUTHEGO YA KGOTLA E ...
Duma Boko kgotla,#PRESIDENT ADVOCATE DUMA GIDEON BOKO #DGB #THATSMYBOY - TLOKWENG KGOTLA MEETING,1x4AgmEt6LM,https://youtube.com/watch?v=1x4AgmEt6LM,2025-05-30T18:27:19Z,PHUTHEGO YA KGOTLA E BUISIWA KE TAUTONA WA LEFATSHE LA BOTSWANA #PRESIDENT ADVOCATE DUMA GIDEON ...
Duma Boko kgotla,#PRESIDENT ADVOCATE DUMA GIDEON BOKO #DGB #THATSMYBOY - TLOKWENG KGOTLA MEETING,xwj_bkZ4sJU,https://youtube.com/watch?v=xwj_bkZ4sJU,2025-05-30T17:10:26Z,PHUTHEGO YA KGOTLA E BUISIWA KE TAUTONA WA LEFATSHE LA BOTSWANA #PRESIDENT ADVOCATE DUMA GIDEON ...
Duma Boko kgotla,PRESIDENT BOKO ADDRESSES RAMOTSWA RESIDENTS,34AMXm-AVjU,https://youtube.com/watch?v=34AMXm-AVjU,2025-05-30T09:36:56Z,PRESIDENT BOKO ADDRESSES RAMOTSWA RESIDENTS #HAPPENINGNOW #SITUATION #RIGHT #NOW - GAMALETE ...
Duma Boko kgotla,"Gamalete Constituency #MP Boniface Bashi Blancha Mabeo addresses morafe, Ramotswa Kgotla meeting",ZJP-LqSdK-I,https://youtube.com/watch?v=ZJP-LqSdK-I,2025-05-28T07:37:26Z,"HAPPENINGNOW #SITUATION #RIGHT #NOW - GAMALETE KGOTLAKGOLO, MAIN KGOTLA, RAMOTSWA The President of ..."
Duma Boko kgotla,President Boko addresses Ramotswa Residents,sxAFtLv5oV4,https://youtube.com/watch?v=sxAFtLv5oV4,2025-05-28T07:28:37Z,"HAPPENINGNOW #SITUATION #RIGHT #NOW - GAMALETE KGOTLAKGOLO, MAIN KGOTLA, RAMOTSWA The President of ..."
Duma Boko kgotla,Kgosi Mosadi Seboko addresses Gamalete Residents during President Boko visit to Ramotswa Kgotla,mzi_BhDEp8E,https://youtube.com/watch?v=mzi_BhDEp8E,2025-05-28T07:26:36Z,"HAPPENINGNOW #SITUATION #RIGHT #NOW - GAMALETE KGOTLAKGOLO, MAIN KGOTLA, RAMOTSWA The President of ..."
Duma Boko kgotla,"President #Advocate Duma Gideon Boko addresses Gamalete Residents, Ramotswa Kgotla",2--6hNujt4E,https://youtube.com/watch?v=2--6hNujt4E,2025-05-28T06:48:36Z,"HAPPENINGNOW #SITUATION #RIGHT #NOW - GAMALETE KGOTLAKGOLO, MAIN KGOTLA, RAMOTSWA The President of ..."
Duma Boko kgotla,TLOKWENG KGOTLA MEETING,NNuGTNjwXEg,https://youtube.com/watch?v=NNuGTNjwXEg,2025-05-27T17:33:53Z,PHUTHEGO YA KGOTLA E BUISIWA KE TAUTONA WA LEFATSHE LA BOTSWANA ADVOCATE DUMA GIDEON BOKO.
Duma Boko 2024 election promises,President Duma Boko&#39;s First SONA: Can the UDC Deliver on Its Ambitious Promises?,k9fqia7z-as,https://youtube.com/watch?v=k9fqia7z-as,2024-11-19T08:57:10Z,"President Duma Boko is set to deliver his first State of the Nation Address, laying out his administration's plans for tackling ..."
Duma Boko 2024 election promises,Botswana&#39;s New Media Landscape? President Duma Boko&#39;s Promise for Press Freedom,bX9gQyWyNig,https://youtube.com/watch?v=bX9gQyWyNig,2024-11-04T19:47:08Z,"Newly elected President Duma Boko pledges a groundbreaking shift for Botswana's media freedom, committing to transparency ..."
Duma Boko 2024 election promises,Outgoing Botswana president Masisi hands over office to Boko,xglkzfbGiok,https://youtube.com/watch?v=xglkzfbGiok,2024-11-04T17:15:03Z,"Botswana's historic election has ended a 58-year reign, bringing the Umbrella for Democratic Change (UDC) to power."
Duma Boko 2024 election promises,"Duma Boko, Botswana&#39;s president elect, promises to 500 000 new jobs in 5 years. &quot;I dare not fail!&quot;",oMLZb5lnGDo,https://youtube.com/watch?v=oMLZb5lnGDo,2024-11-03T06:37:38Z,"Botswana's new president, Duma Boko, says, ""I will do everything I can not to fail, not to disappoint, always appreciating the ..."
Duma Boko 2024 election promises,Historic Win in Botswana: Can Duma Boko Deliver?,7e-pqX_x1BU,https://youtube.com/watch?v=7e-pqX_x1BU,2024-11-02T23:20:10Z,"Duma Boko has taken the reins as Botswana's new president, marking a historic shift in the nation's politics. In this video, we ..."
Duma Boko 2024 election promises,"BDP President Dr. Mokgweetsi Masisi Concedes Defeat, Pledges Support to President Duma Boko",DgslqbnFAyU,https://youtube.com/watch?v=DgslqbnFAyU,2024-11-01T18:52:46Z,"BDP President Dr. Mokgweetsi Eric Keabetswe Masisi addresses the nation in a historic media briefing, officially conceding defeat ..."
Duma Boko 2024 election promises,Duma Boko Promises Peaceful Transition Amid UDC&#39;s Anticipated Election Victory,02WcWvdkst0,https://youtube.com/watch?v=02WcWvdkst0,2024-10-31T18:48:09Z,"During Botswana's national elections, UDC leader Duma Boko reassured President Mokgweetsi Masisi of a peaceful transition ..."
Duma Boko 2024 election promises,2024 Botswana Presidential Race: Meet the Candidates &amp; Their Promises,PRUpI1S2WHw,https://youtube.com/watch?v=PRUpI1S2WHw,2024-10-04T09:03:45Z,"Botswana is gearing up for the 2024 presidential elections, and the race is tighter than ever! In this video, we introduce you to the ..."
Duma Boko 2024 election promises,Duma Boko Takes Aim at President Masisi | Fiery Botswana Election Showdown!,QQRkXn8Q7wc,https://youtube.com/watch?v=QQRkXn8Q7wc,2024-09-18T21:07:07Z,"Hey SnapFlash Fam! With Botswana's October 30th elections just around the corner, things are getting heated! UDC leader Duma ..."
